PN 	 TI 	 AU 	 AE 	 GA 	 AB 	 TF 	 EA 	 DC 	 MC 	 IP 	 PD 	 AD 	 FD 	 PI 	 DS 	 FS 	 CP 	 CR 	 DN 	 MN 	 RI 	 CI 	 RG

CN118037691-A	Method for screening early lung cancer based on            artificial intelligence, involves generating final            analysis data, and comparing generated final analysis            data with learned cancer diagnostic data set to            calculate cancer probability of nodules	ZHANG H	LIANXIN INTELLIGENT TECHNOLOGY NANTONG (LIAN-Non-standard)	2024551672	   NOVELTY - The method involves obtaining continuous lung                nodule CT image of a patient. The characteristic                information of the pre-nodal image and the                post-nodal image is extracted. The multiplication                time and nodal volume change rate of the pre-nodal                image and post-nodal images is calculated. The                learned weight is reflected in the collected                characteristic information to filter out the                characteristic information whose weight is less                than a certain level. The effective information is                extracted and analyzed. The multiplying time and                the node volume change rate of the image before                node and the is added after the node obtained by                calculating to extracting and analyzing effective                information to generate analyzing data. The final                analysis effective information is extracted from                the analysis data to generate a final analysis                data. The generated final analysis data is compared                with the learned cancer diagnostic data set to                calculate cancer probability of nodules.    USE - Method for screening early lung cancer based                on artificial intelligence using ultrasonic,                computed tomography (CT), positron emission                tomography (PET), magnetic resonance imaging (MRI)                and other image technology.    ADVANTAGE - The accuracy of the CT image reading result is                improved.    DETAILED DESCRIPTION - An INDEPENDENT CLAIM is included for an early                lung cancer screening system based on artificial                intelligence.    DESCRIPTION OF DRAWING(S) - The drawing shows a flowchart of the method                for screening early lung cancer based on artificial                intelligence. (Drawing includes non-English                language text) 			S05 (Electrical Medical Equipment);  T01 (Digital Computers)	S05-D02A5E;  S05-D02A1;  T01-E01C;  T01-J06A;  T01-J10B1;  T01-J10B2;  T01-J16	G06T-007/00;  G06T-007/62	CN118037691-A   14 May 2024   G06T-007/00   202446   Chinese	CN118037691-A    CN10246170    05 Mar 2024		CN10246170    05 Mar 2024										
DE202022100092-U1	Artificial intelligence based system for detecting breast cancer, has processor which is programmed for processing mammography images, and includes central processing unit, image component, pre-processing component, partitioning component, contouring component and cluster component		BALADHANDAPANI A D (BALA-Individual);  BALAJI P (BALA-Individual);  CHAKRABARTI P (CHAK-Individual);  CHAKRABORTY S K (CHAK-Individual);  HAQUE S M F U (HAQU-Individual);  KOTAIAH B (KOTA-Individual);  KUMAR R (KUMA-Individual);  RAMAKURI S K (RAMA-Individual);  SAMPATH M (SAMP-Individual);  SUBRAMANIAN S S (SUBR-Individual);  TRIBHUWAN M R (TRIB-Individual)	202246124M	   NOVELTY - The system (100) comprises a memory (101) for storing settings, and a mammography image database (103) for storing mammography images. A real-time image database (104) is used for storing real-time images, and a data network (105) is used for communication. A processor (102) is programmed for processing the images, and has a central processing unit, an image component, a pre-processing component, a partitioning component, an estimation component, an extraction component, a contouring component and a cluster component.    USE - Artificial intelligence based system for detecting breast cancer.    ADVANTAGE - The system is capable of performing early detection of breast cancer in an accurate manner.    DESCRIPTION OF DRAWING(S) - The drawing shows a block diagram of the artificial intelligence based system.    Artificial intelligence based system (100)    Memory (101)    Processor (102)    Mammography image database (103)    Real-time image database (104)    Data network (105) 			S03 (Scientific Instrumentation);  S05 (Electrical Medical Equipment);  T01 (Digital Computers)	S03-E06B3;  S05-D02A5E;  T01-J05B3;  T01-J05B4F;  T01-J10B2;  T01-J10E;  T01-J16;  T01-N01E1	G16H-050/20	DE202022100092-U1   31 Mar 2022   G16H-050/20   202230Pages: 9   German	DE202022100092-U1    DE20100092    07 Jan 2022		DE20100092    07 Jan 2022										
KR2024045438-A	Artificial intelligence (AI)-based cancer            prognosis management exercise prescription method,            involves providing exercise prescription results of            user using pre-learned exercise prescription AI using            received information as input	KIM W T;  WOOK K;  LEE M J;  DONGMIN K	JLK INC (JLKJ-Non-standard)	202436504S	   NOVELTY - The method involves receiving information                including the personal information of user, and                determining whether the user has a chronic disease,                prescriptions and activity records. The exercise                prescription results of user is provided using                pre-learned exercise prescription AI using the                received information as input.    USE - Artificial intelligence (AI)-based cancer                prognosis management exercise prescription                method.    ADVANTAGE - The method enables providing an algorithm for                providing an AI-based cancer prognosis management                exercise prescription.    DESCRIPTION OF DRAWING(S) - The drawing shows a schematic view of an AI                algorithm for predicting prescriptions for each                cancer type for cancer prognosis management.                (Drawing includes non-English language text) 			S05 (Electrical Medical Equipment);  T01 (Digital Computers)	S05-G02G1;  S05-G02G4;  T01-J06A1;  T01-J16;  T01-J30D	G16H-010/60;  G16H-020/30;  G16H-050/20	KR2024045438-A   08 Apr 2024   G16H-020/30   202432Pages: 8   	KR2024045438-A    KR124491    29 Sep 2022		KR124491    29 Sep 2022										
IN202241064951-A	Android application (Mobile operating system) used            in early detection of disease i.e. eye diseases, skin            diseases, cancer, brain cancer, blood cancer, liver            cancer, or kidney diseases, through artificial            intelligence	NUTHAKKI A;  AKHILA N	NUTHAKKI A (NUTH-Individual);  AKHILA N (AKHI-Individual)	2022E9344U	   NOVELTY - Android application(RTM: Mobile operating                system) through artificial intelligence. With this                user can instant detection of disease through                medical imaging. Early prediction of diseases using                machine learning Application, comprises user                disease selection module to select disease type,                image upload module user can upload medical image                from gallery or scan image using camera, and                prediction module for predicting diseases.    USE - The Android application (RTM: Mobile operating                system) is useful for early detecting disease                through artificial intelligence, where the disease                is eye diseases, skin diseases, cancer, brain                cancer, blood cancer, liver cancer, or kidney                diseases.    ADVANTAGE - The Android application(RTM: Mobile operating                system): allows instant detection of disease                through medical imaging to user, where the user                disease selection module is useful to user to                select the different disease in the given list or                user can select Multi Disease if the user doesn't                know diseases; utilizes image upload module to                upload medical image from Gallery or scan medical                image using camera; utilizes prediction module                which will give prediction based on input medical                image; and allows earlier detection of disease,                thus leading to more cures or longer                survival. 			B04 (Natural products and polymers. Including testing of body fluids (other than blood typing or cell counting), pharmaceuticals or veterinary compounds of unknown structure, testing of microorganisms for pathogenicity, testing of chemicals for mutagenicity or human toxicity and fermentative production of DNA or RNA. General compositions.);  ;  P31 (Diagnosis, surgery (A61B).);  S03 (Scientific Instrumentation);  S05 (Electrical Medical Equipment);  T01 (Digital Computers)	B11-C08J;  B11-C11;  B12-K04G;  D05-H09;  P31-A05;  S03-E09F;  S03-E14H1;  S03-E14H3;  S05-D01;  S05-D06;  T01-J06A1;  T01-J16C2	A61B-005/00;  A61P-035/00;  C12Q-001/6886;  G01N-033/574;  G16H-050/20	IN202241064951-A   25 Nov 2022   G01N-033/574   202203Pages: 10   English	IN202241064951-A    IN41064951    12 Nov 2022		IN41064951    12 Nov 2022										
IN202541067423-A	Artificial intelligence-based ovarian cancer            detection and grading system comprises a digital            scanner set to scan glass histopathology slides and            generate corresponding high-resolution digital images,            and communication model set to establish communication            link for data transmission within system	SOWMYA S	UNIV NITTE (UTTN-C)	202576674J	   NOVELTY - Artificial intelligence-based ovarian cancer                detection and grading system (100) comprises a                digital scanner (102) configured to scan glass                histopathology slides and generate corresponding                high-resolution digital images, communication model                (104) configured to establish a communication link                for data transmission within the system, user                device (106) connected the digital scanner via the                communication model and configured to collect                high-resolution digital images for ovarian cancer                diagnosis through a user interface (108). A                communication network (110) is configured to enable                real-time seamless data transmission, processing                unit (112) connected to the user device via the                communication network and configured to process the                real-time data for ovarian cancer diagnosis, where                the processing unit further comprises a data input                module (114) configured to receive real-time data                from the user device.    USE - Artificial intelligence-based ovarian cancer                detection and grading system.    ADVANTAGE - The artificial intelligence-based ovarian                cancer detection and grading system comprises a                cancer detection module, which transforms raw                imaging data into meaningful diagnostic                conclusions, helping pathologists detect ovarian                cancer more accurately, consistently, and                efficiently, further sytem also comprises a                determination module, which determines the                predefined histopathological parameters, and                support accurate diagnosis, staging, and treatment                planning in ovarian cancer cases.    DETAILED DESCRIPTION - An INDEPENDENT CLAIM is included for method                for artificial intelligence-based ovarian cancer                detection and grading system, which involves: (1)                scanning glass histopathology slides and generate                corresponding high-resolution digital images via a                digital scanner; (2) establishing a communication                link for data transmission within the system via a                communication model; (3) collecting high-resolution                digital images for ovarian cancer diagnosis through                a user interface via a user device; (4) enabling                real-time seamless data transmission via a                communication network; (5) processing the real-time                data for ovarian cancer diagnosis via a processing                unit, comprising multiple modules; (6) receiving                real-time data from the user device via a data                input module; (7) cleaning and normalizing the                received data to enhance data quality via a                preprocessing module; (8) segmenting the                pre-processed data via a segmentation module; (9)                extracting relevant features from the segmented                regions via a feature extraction module; (10)                detecting the ovarian cancer based on extracted                features via a cancer detection module; determining                predefined histopathological parameters via a                determination module; (11) assigning the ovarian                cancer grade based on determined outputs via a                cancer grading module; (12) transmitting extracted                feature, detected cancer, determination, and                grading to the user device via an output module;                and (13) displaying extracted feature, detected                cancer, determining, and grading on the user                interface of the user device.    DESCRIPTION OF DRAWING(S) - The drawing shows block diagram of an                artificial intelligence-based ovarian cancer                detection and grading system.    100Artificial intelligence-based ovarian                cancer detection and grading system    102Digital scanner    104Communication model    106User device    108User interface    110Communication network    112Processing unit    114Data input module 			D16 (Fermentation industry - including fermentation equipment, brewing, yeast production, production of pharmaceuticals and other chemicals by fermentation, microbiology, production of vaccines and antibodies, cell and tissue culture and genetic engineering.);  B04 (Natural products and polymers. Including testing of body fluids (other than blood typing or cell counting), pharmaceuticals or veterinary compounds of unknown structure, testing of microorganisms for pathogenicity, testing of chemicals for mutagenicity or human toxicity and fermentative production of DNA or RNA. General compositions.);  T01 (Digital Computers)	D05-H09;  B11-C08J;  B11-C11;  B12-K04G2A;  T01-D03;  T01-J10B2;  T01-J12;  T01-J16;  T01-N01D	C12Q-001/68;  G06T-007/00;  G06T-007/10;  G06T-007/11;  G06V-020/69	IN202541067423-A   25 Jul 2025   G06T-007/00   202565   English	IN202541067423-A    IN41067423    15 Jul 2025		IN41067423    15 Jul 2025										
IN202541098061-A	Artificial intelligence-driven multimodal data            integration framework for early detection of cervical            cancer, has multiple modules for acquiring,            preprocessing, and integrating imaging, clinical, and            genomic data using deep learning architectures	HENGE S K;  KAITHOJU P	UNIV SR (UVSR-C)	2025B0342P	   NOVELTY - The framework has multiple modules for                acquiring, preprocessing, and integrating imaging,                clinical, and genomic data using deep learning                architectures for early detection of cervical                cancer. A convolutional neural network (CNN) and                transformer models are employed for feature                extraction from medical images, clinical text, and                tabular data. An attention-based cross-modal fusion                layer aligns and merges multimodal feature                representations to generate a unified diagnostic                output.    USE - Artificial intelligence-driven multimodal data                integration framework for early detection of                cervical cancer using deep learning and                attention-based fusion mechanisms, used in field of                artificial intelligence and medical                diagnostics.    ADVANTAGE - By combining imaging, clinical, and genomic                data using deep learning and attention-based fusion                mechanisms, the system ensures improved diagnostic                accuracy, interpretability, and real-time decision                support for clinicians.    DESCRIPTION OF DRAWING(S) - The drawing shows a schematic diagram of the                artificial intelligence-driven multimodal data                integration framework. 			S05 (Electrical Medical Equipment);  T01 (Digital Computers)	S05-G02G9;  T01-J16C1;  T01-J16C2;  T01-J16P6A;  T01-N01E1	G06N-003/045;  G06N-003/08;  G06N-005/045;  G16H-050/20;  G16H-050/70	IN202541098061-A   07 Nov 2025   G16H-050/20   202595   English	IN202541098061-A    IN41098061    11 Oct 2025		IN41098061    11 Oct 2025										
CN115376685-A	Artificial intelligence algorithm model based            cancer screening management platform, has user data            processing platform for screening and managing            large-scale crowd data, where user data management            platform establishes precision cancer risk database,            and optimizes risk evaluation algorithm model	LIN Q;  HU D;  LIU H	FAXIAO TECHNOLOGY SHENZHEN CO LTD (FAXI-Non-standard)	2022E85353	   NOVELTY - The platform has a first user interaction unit                (1) for recording personal information and                screening related information of a screened person.                A cancer risk evaluation unit evaluates cancer risk                of a user, where a second user interaction unit                allows the user to query on risk of the cancer                risk, and provides personalized risk factors and                mitigation factors to high-risk risk group. A user                data processing platform screens and manages                large-scale crowd data, where a user data                management platform establishes a personal                precision cancer risk database, and optimizes a                risk evaluation algorithm model. The first user                interaction unit comprises a personal information                recording module (2).    USE - Artificial intelligence algorithm model based                cancer screening management platform.    ADVANTAGE - The first user interaction unit utilizes the                personal information recording module to conduct                investigation on daily diet information, movement                habits and other information of the screening user                in form of a mobile terminal software to realize                convenient and comprehensive investigation, and                realizes artificial intelligence such as deep                neural network to perform deep personalized                diagnosis of cancer screening management work so as                to improve working efficiency of medical mechanism                and reduce medical cost.    DESCRIPTION OF DRAWING(S) - The drawing shows a block diagram of an                artificial intelligence algorithm model based                cancer screening management platform.    1First user interaction unit    2Personal information recording module    3Personal information sorting module    4Personal information processing                module    5User information storage module 			S05 (Electrical Medical Equipment);  T01 (Digital Computers)	S05-G02G9;  S05-G02G3;  S05-G02G2;  S05-G02G1;  T01-N01E1;  T01-J16;  T01-J05B4M;  T01-J05B4B;  T01-E01A	G16H-010/20;  G16H-010/60;  G16H-050/30;  G16H-050/70	CN115376685-A   22 Nov 2022   G16H-050/30   202299   Chinese	CN115376685-A    CN10504828    10 May 2022		CN10504828    10 May 2022										
CN114255214-A	Artificial intelligence based cervical cancer smear image diagnosing method, involves determining cell dyeing degree by performing color depth operation, and determining cancer cell ratio to be large when vacuole number is large	WANG J	WANG J (WANG-Individual)	202250594X	   NOVELTY - The method involves performing cytological examination operation by using a microscope. Image processing operation is performed in a coated sheet recognition cell by using a convolutional neural network module. A risk coefficient is determined. Judgment is made to check whether a cell nucleus is present. A vacuole is determined when the cell nucleus is not detected. A cell dyeing degree is determined by performing color depth operation when the cell nucleus is present. A cancer cell ratio is determined to be large when a vacuole number is large.    USE - Artificial intelligence based cervical cancer smear image diagnosing method.    ADVANTAGE - The method enables realizing stronger intuition and providing comprehensive diagnosis reference information to a doctor for increasing diagnosis accuracy.    DESCRIPTION OF DRAWING(S) - The drawing shows a flow chart illustrating an artificial intelligence based cervical cancer smear image diagnosing method. (Drawing includes non-English language text). 			T01 (Digital Computers)	T01-J16C1;  T01-J10B3B;  T01-J10B2A	G06N-003/04;  G06N-003/08;  G06T-007/00	CN114255214-A   29 Mar 2022   G06T-007/00   202238   Chinese	CN114255214-A    CN11495460    09 Dec 2021		CN11495460    09 Dec 2021										
IN202111039110-A	Drug discovery system with immuno-oncology protein useful for treating cancer using artificial intelligence, comprises processing units to process input data, database server to store results and user output device to produce final output	SRIVASTAVA D;  SAINI D J;  PRASAD D;  RATHORE N;  KUMAR A;  SONI D;  SINGH R;  KUMAR P;  SINGH A K	SRIVASTAVA D (SRIV-Individual);  SAINI D J (SAIN-Individual);  PRASAD D (PRAS-Individual);  RATHORE N (RATH-Individual);  KUMAR A (KUMA-Individual);  SONI D (SONI-Individual);  SINGH R (SING-Individual);  KUMAR P (KUMA-Individual);  SINGH A K (SING-Individual)	2021B1114K	   NOVELTY - Drug discovery system with immuno-oncology protein for treating cancer using artificial intelligence (AI), comprises (a) one or more processing units to process input data values, (b) database server to store the results in a real-time communication and (c) user output device to produce final output of the data values, where the input data values are based on a computational method associated in the drug discovery and development process and related to the biological data.    USE - The drug discovery system with immuno-oncology protein is useful for treating cancer using artificial intelligence (claimed).    ADVANTAGE - The system is stable and accurate. 			B04 (Natural products and polymers. Including testing of body fluids (other than blood typing or cell counting), pharmaceuticals or veterinary compounds of unknown structure, testing of microorganisms for pathogenicity, testing of chemicals for mutagenicity or human toxicity and fermentative production of DNA or RNA. General compositions.);  P31 (Diagnosis, surgery (A61B).);  S05 (Electrical Medical Equipment);  T01 (Digital Computers)	B04-N02;  B14-H01;  P31-A05;  S05-G02G3;  T01-J05B4P;  T01-J13A;  T01-J16A;  T01-N01D2;  T01-N01D3;  T01-N01E	G16B-020/00;  A61P-035/00;  A61B-005/00;  G06F-016/2455;  G06F-016/25	IN202111039110-A   10 Sep 2021   G16B-020/00   202180Pages: 17   English	IN202111039110-A    IN11039110    29 Aug 2021		IN11039110    29 Aug 2021					184616-0-0-0 K U					
KR2021073041-A;  KR2394757-B1	Combined artificial intelligence segmentation method for reconstructing medical image used in examining diseases, such as cancer or benign tumors, involves receiving medical image, and segmenting specific object by applying learning model	BYON S S;  USMANMUHAMMAD	HEALTH HUB CO LTD (HEAL-Non-standard)	202172351X	   NOVELTY - The combined artificial intelligence segmentation method involves receiving a medical image including the slices, while reconstructing the medical image having a different axis from the received medical image to provide a medical image for the axes. The specific object is segmented by applying a learning model, while changing the axis with respect to the medical image for multiple axes. The received medical image is formed with the axial image, such that the reconstructed medical image includes a coronal image and a sagittal image.    USE - Combined artificial intelligence segmentation method for reconstructing a medical image used in examining the diseases, such as cancer or benign tumors.    ADVANTAGE - Efficiently reduces the segmentation accuracy of the nodule. Improves precision efficiency of the combined artificial intelligence segmentation method.    DETAILED DESCRIPTION - An INDEPENDENT CLAIM is included for a combined artificial intelligence segmentation apparatus.    DESCRIPTION OF DRAWING(S) - The drawing shows a flow chart of a combined artificial intelligence segmentation method. (Drawing includes non-English language text). 			S05 (Electrical Medical Equipment);  T01 (Digital Computers)	S05-D08A;  S05-G02G9;  S05-P;  T01-J10B1;  T01-J10B2;  T01-J10B3;  T01-J10C4;  T01-J10C5;  T01-J16	G06T-011/00;  G06T-017/20;  G06T-005/50;  G06T-007/11;  G06T-007/12	KR2021073041-A   18 Jun 2021   G06T-007/11   202158Pages: 19   ;  KR2394757-B1   06 May 2022   G06T-007/11   202239   	KR2021073041-A    KR163466    10 Dec 2019;   KR2394757-B1    KR163466    10 Dec 2019		KR163466    10 Dec 2019										
IN202211062682-A	Artificial intelligence and internet of things            based automatic smart health care system useful for            monitoring and predicting breast cancer, comprises            wireless sensor network and image processing and deep            learning algorithms	YADAV S K;  KUMAR N;  JAYASRI B S;  VASANTHAN P;  ALI H;  ARUNACHALAM N;  BALASUBRAMANIAN S;  MUTHUMARI G;  MONIKA;  LATHA P	YADAV S K (YADA-Individual);  KUMAR N (KUMA-Individual);  JAYASRI B S (JAYA-Individual);  VASANTHAN P (VASA-Individual);  ALI H (ALIH-Individual);  ARUNACHALAM N (ARUN-Individual);  BALASUBRAMANIAN S (BALA-Individual);  MUTHUMARI G (MUTH-Individual);  MONIKA (MONI-Individual);  LATHA P (LATH-Individual)	2022E2954U	   NOVELTY - Artificial intelligence and internet of things                (IoT) based automatic smart health care system                comprises wireless sensor network (WSN), image                processing and deep learning algorithms, a                cutting-edge science technology.    USE - The smart health care system is useful for                monitoring and predicting breast cancer for                avoiding it in early stages and providing healthy                life for all ages of women.    ADVANTAGE - The artificial intelligence and IoT based                automatic smart health care system is more                accurate, rapid, reliable and efficient system for                monitoring variables. 			P31 (Diagnosis, surgery (A61B).);  S05 (Electrical Medical Equipment);  T01 (Digital Computers)	P31-A05;  S05-G02G2;  T01-C03C;  T01-J10B2;  T01-J16;  T01-N01E1;  T01-N01F;  T01-N02B2B	A61B-005/00;  A61B-006/00;  A61P-035/00;  G06T-007/00;  G16H-050/30	IN202211062682-A   11 Nov 2022   G16H-050/30   202299Pages: 10   English	IN202211062682-A    IN11062682    02 Nov 2022		IN11062682    02 Nov 2022										
CN119380976-A;  CN119380976-B	Pancreatic cancer artificial intelligence-assisted            pathological diagnosis system based on deep learning            used in medical field, has result module for acquiring            current pancreatic cancer pathological image,            outputting current diagnosis result and displaying it            to physician through visual interface	ZHAO Y;  CHENG B;  ZHANG Z;  HAO J;  CHAI N;  LINGHU E;  DU P;  DU C	CHINESE PLA GEN HOSPITAL FIRST MEDICAL (CPGH-C)	202513780N	   NOVELTY - The system has a classification module for                classifying the target pancreatic cancer                pathological images to generate training pancreatic                cancer pathological images and verification                pancreatic cancer pathological images. A                construction module for adjusting the model                parameters of the pancreatic cancer pathological                diagnosis model in real time. An evaluation module                for evaluating the diagnostic performance of the                pancreatic cancer pathological diagnosis model                based on the verification pancreatic cancer                pathological images, and optimizing the pancreatic                cancer pathological diagnosis model according to                the evaluation results. A result module for                acquiring the current pancreatic cancer                pathological image, inputting it into the                pancreatic cancer pathological diagnosis model                after preprocessing, outputting the current                diagnosis result and displaying it to the physician                through a visual interface.    USE - Pancreatic cancer artificial                intelligence-assisted pathological diagnosis system                based on deep learning used in medical field.    ADVANTAGE - The current pancreatic cancer pathological                image is acquired, input into the pancreatic cancer                pathological diagnosis model after preprocessing,                and the current diagnosis result is output and                displayed to the physician end, so that the                pathological image is automatically analyzed to                achieve accurate diagnosis of pancreatic cancer and                improve diagnostic efficiency and accuracy.    DESCRIPTION OF DRAWING(S) - The drawing shows a block diagram                illustrating the operation of a pancreatic cancer                artificial intelligence-assisted pathological                diagnosis system based on deep learning. (Drawing                includes non-English language text). 			S05 (Electrical Medical Equipment);  T01 (Digital Computers)	S05-G02G9;  T01-J05B2;  T01-J06A1;  T01-J16C2;  T01-J16P6A	G06N-003/084;  G06V-010/764;  G06V-010/82;  G16H-050/20;  G16H-070/60	CN119380976-A   28 Jan 2025   G16H-050/20   202517   Chinese;  CN119380976-B   27 Jun 2025   G16H-050/20   202556   Chinese	CN119380976-A    CN11919349    25 Dec 2024;   CN119380976-B    CN11919349    25 Dec 2024	CN119380976-B Previous Publ. Patent CN119380976	CN11919349    25 Dec 2024			CN119380976-A -- CN113935990-A   UNIV NANJING (UNAJ);  NANJING DRUM TOWER HOSPITAL (GLYY)   TANG D,  ZHOU Y,  LI W,  ZHANG S,  LV Y,  ZOU X;  CN116416225-A   UNIV SHANGHAI JIAOTONG (USJT)   GUO R,  LI X,  QIAN X;  US20220180506-A1   	CN119380976-A  TARNEEM ELEMAM: "A          Highly Discriminative Hybrid Feature Selection Algorithm          for Cancer Diagnosis", THE SCIENTIFIC WORLD JOURNAL, vol.          2022, 9 August 2022 (2022-08-09), pages 10 -          12,relevantClaims[1-9]						
CN118333960-A;  CN118333960-B	Breast cancer analysis and prediction system based            on artificial intelligence comprises mammary gland            X-ray image obtaining module for obtaining mammary            gland X-ray image of detected patient object, and            prediction result generating module for determining            prediction result	LEI L;  WANG Y;  ZHANG Q	UNIV XIANGNAN AFFILIATED HOSPITAL (UXNA-C);  UNIV XIANGNAN (UXNA-C)	2024751830	   NOVELTY - The system comprises a mammary gland X-ray                image obtaining module for obtaining the mammary                gland X-ray image of the detected patient object.                The image characteristic extracting module for                extracting the X-ray image characteristic of the                mammary gland X-ray image to obtain the mammary                gland X-ray image characteristic image. The feature                constraint and visualization module for performing                feature constraint and feature visualization                processing on the mammary gland X-ray image feature                map to obtain a visualized mammary gland X-ray                image feature map. The prediction result generating                module for determining the prediction result based                on the obvious mammary gland X-ray image                characteristic image.    USE - Breast cancer analysis and prediction system                based on artificial intelligence.    ADVANTAGE - The system: can smartly identify the risk                level of breast cancer in the subject to be                detected; and can perform the more accurate                diagnosis by the physician.    DETAILED DESCRIPTION - An INDEPENDENT CLAIM is also included for a                breast cancer analysis and prediction method based                on artificial intelligence.    DESCRIPTION OF DRAWING(S) - The drawing shows a flow chart of the breast                cancer analysis and prediction method based on                artificial intelligence (Drawing includes                non-English language text). 			S05 (Electrical Medical Equipment);  S03 (Scientific Instrumentation);  T01 (Digital Computers)	S05-D02A5E;  S05-D02A5A;  S03-E06B3;  T01-J06A1;  T01-J10B2;  T01-J10B3;  T01-J16C1;  T01-J16C2	G06N-003/0464;  G06T-007/00;  G06V-010/44;  G06V-010/46;  G06V-010/764;  G16H-050/20	CN118333960-A   12 Jul 2024   G06T-007/00   202462   Chinese;  CN118333960-B   24 Jan 2025   G06T-007/00   202512   Chinese	CN118333960-A    CN10425340    10 Apr 2024;   CN118333960-B    CN10425340    10 Apr 2024	CN118333960-B Previous Publ. Patent CN118333960	CN10425340    10 Apr 2024			CN118333960-A -- CN115619736-A   XIAMEN SHULIKANG MEDICAL TECHNOLOGY CO (XIAM-Non-standard);  UNIV XIAMEN XIANGAN HOSPITAL (UYXI)   HUANG W,  PENG W,  LI W,  DU Z,  ZHAO X,  ZHANG G;  CN116843984-A   UNIV TIANJIN (UTIJ)   AN J,  CHEN H,  XIA L,  GAO Z;  CN117392125-A   UNIV SUN YAT-SEN FIFTH AFFILIATED HOSPIT (UYSY)   SU Z,  LIN Y,  CHEN X,  HUANG Y,  LU W,  WEN X,  HE K;  CN117422939-A   UNIV WUHAN TEXTILE (UWTX)   SONG K,  ZHOU C,  LIU L,  JIANG M,  JIN Y,  YU F;  US20210375458-A1   ;  CN118333960-B -- CN115619736-A   XIAMEN SHULIKANG MEDICAL TECHNOLOGY CO (XIAM-Non-standard);  UNIV XIAMEN XIANGAN HOSPITAL (UYXI)   HUANG W,  PENG W,  LI W,  DU Z,  ZHAO X,  ZHANG G;  CN116843984-A   UNIV TIANJIN (UTIJ)   AN J,  CHEN H,  XIA L,  GAO Z	CN118333960-A  CHRISTOPH          HAARBURGER: "Image-Based Survival Prediction for Lung          Cancer Patients Using CNNS", 2019 IEEE 16TH INTERNATIONAL          SYMPOSIUM ON BIOMEDICAL IMAGING, 11 April 2019          (2019-04-11),relevantClaims[1-2];  SIDDHARTH SRIRAM:          "The ANN Algorithm-Optimized Deep Learning Model for          Predicting Lung Cancer", 2023 3RD INTERNATIONAL          CONFERENCE ON SMART GENERATION, 31 December 2023          (2023-12-31),relevantClaims[1-2]						
