PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Taran, Y; Rouwet, D; Inguaggiato, S; Aiuppa, A				Taran, Y.; Rouwet, D.; Inguaggiato, S.; Aiuppa, A.			Major and trace element geochemistry of neutral and acidic thermal springs at El Chichon volcano, Mexico Implications for monitoring of the volcanic activity	JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH			English	Article						volcano-hydrothermal system; crater lake; acidic water; trace elements; thermochemical modeling; El Chichon volcano	CRATER LAKE; 1982 ERUPTIONS; HYDROTHERMAL SYSTEM; CHIAPAS; GASES; WATERS; EQUILIBRIA; MINERALOGY; EVOLUTION	Four groups of thermal springs with temperatures from 50 to 80 degrees C are located on the S-SW-W slopes of El Chichon volcano, a composite dome-tephra edifice, which exploded in 1982 with a 1 km wide, 160 m deep crater left. Very dynamic thermal activity inside the crater (variations in chemistry and migration of pools and fumaroles, drastic changes in the crater lake volume and chemistry) contrasts with the stable behavior of the flank hot springs during the time of observations (1974-2005). All known groups of hot springs are located on the contact of the basement and volcanic edifice, and only on the W-SW-S slopes of the volcano at almost same elevations 600-650 m asl and less than 3 km of direct distance from the crater. Three groups of near-neutral (pH approximate to 6) springs at SW-S slopes have the total thermal water outflow rate higher than 300 I/s and are similar in composition. The fourth and farthest group on the western slope discharges acidic (pH approximate to 2)saline (10 g/kg of CI) water with a much lower outflow rate (< 10 I/s). Water-rock interaction modeling of main types of the El Chichon thermal waters using regular log Q/K graphs (saturation indices vs temperature) showed maximum equilibrium temperature slightly higher than 200 degrees C. Acidic waters are equilibrated with some clay minerals at about 120 degrees C. Three main sources of the salinity of thermal water are suggested on the basis of mixing plots and isotopic data: a magmatic source for CO2, boron, sulfur and a limited part of Cl; volcanic rock source for the major cations and trace elements: the oil-bearing evaporitic basement source (oil-field brine?) for NaCl, Br, a part of Ca and some trace elements. All flank thermal springs end up in the river Rio Magdalena that has a variable seasonal flow rates from 4 to 20 m(3)/s. Any changes in the chemistry of springs must notably change the composition of the streams draining hot springs and eventually, Rio Magdalena. A monthly geochemical monitoring of Rio Magdalena and streams draining main hot springs would be a useful tool for surveying the activity of the volcano. (c) 2008 Elsevier B.V. All rights reserved.	[Taran, Y.; Rouwet, D.] Univ Nacl Autonoma Mexico, Inst Geofis, Mexico City, DF, Mexico; [Rouwet, D.; Inguaggiato, S.] Ist Nazl Geofis & Vulcanol, Sez Palermo, Palermo, Italy; [Aiuppa, A.] Univ Palermo, I-90133 Palermo, Italy	Universidad Nacional Autonoma de Mexico; Istituto Nazionale Geofisica e Vulcanologia (INGV); University of Palermo	Taran, Y (corresponding author), Univ Nacl Autonoma Mexico, Inst Geofis, Mexico City, DF, Mexico.	taran@geofisica.unam.mx	Aiuppa, Alessandro/C-6333-2012; Rouwet, Dmitri/ABC-5920-2020	Inguaggiato, Salvatore/0000-0003-3726-9946	CONACyT [45829-F]; DGAPA-UNAM [IN10082]	CONACyT(Consejo Nacional de Ciencia y Tecnologia (CONACyT)); DGAPA-UNAM(Universidad Nacional Autonoma de Mexico)	Authors thank Nick Varley and Jose Antonio Santiago for the field assistance, E. Cienfuegos and Pedro Morales for the water isotope analyses, N.Cenicerco and A. Cortes for chemical analyses, E. Lunezheva for the ICP analysis of the lake water in 1998. This work was supported by the CONACyT project # 45829-F and the DGAPA-UNAM project # IN10082.		48	67	68	3	25	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0377-0273	1872-6097		J VOLCANOL GEOTH RES	J. Volcanol. Geotherm. Res.	DEC 10	2008	178	2			SI		224	236		10.1016/j.jvolgeores.2008.06.030	http://dx.doi.org/10.1016/j.jvolgeores.2008.06.030			13	Geosciences, Multidisciplinary	Science Citation Index Expanded (SCI-EXPANDED)	Geology	383ZV					2023-07-04	WOS:000261714000009
C	Mao, XM; Wang, YX; Yuan, JF		Hellmann, R; Pitsch, H		Mao, Xumei; Wang, Yanxin; Yuan, Jianfei			The indication of geothermal events by helium and carbon isotopes of hydrothermal fluids in south China	PROCEEDINGS OF THE FOURTEENTH INTERNATIONAL SYMPOSIUM ON WATER-ROCK INTERACTION, WRI 14	Procedia Earth and Planetary Science		English	Proceedings Paper	14th International Symposium on Water-Rock Interaction (WRI)	JUN 09-14, 2013	Avignon, FRANCE	Int Assoc Geochemistry, Int Assoc Geochemistry (IAGC), Water Rock Interact Working Grp, French Geol Survey (BRGM), French Alternat Energy & Atom Energy Commiss, French Inst Radioprotect & Nucl Safety (IRSN), US Army Engineer Res & Dev Ctr		He-3/He-4; delta C-13; mantle He; rock metamorphism; thermal spring; deep fault	SOUTHWESTERN CHINA; HOT-SPRINGS; GAS; CHEMISTRY; BEHAVIOR; SYSTEM; WATER	Helium and carbon isotopes are important indicators for identifying the origin of volatiles dissolved in groundwater. Four thermal springs and another twelve normal springs are hosted by local deep faults in south China, which are considered to have significant connection to deep geothermal activity. Between 4% and 6% mantle He in thermal springs reveals that significant mantle He migration in deep faults can bring a certain amount of energy, along with thermal volatiles, and contribute to thermal spring formation according to He-3/He-4. While delta C-13 reveals that dissolved inorganic carbon in thermal springs is from rock metamorphism that occurred in certain deep crust as geothermal activity, which is potentially the main energy source of the thermal springs. (C) 2013 The Authors. Published by Elsevier B.V. Selection and/or peer-review under responsibility of Organizing and Scientific Committee of WRI 14-2013	[Mao, Xumei; Wang, Yanxin; Yuan, Jianfei] China Univ Geosci, Natl Key Lab Biogeol & Environm Geol, Wuhan 430074, Peoples R China; [Mao, Xumei; Wang, Yanxin; Yuan, Jianfei] China Univ Geosci, Sch Environm Studies, Wuhan 430074, Peoples R China	China University of Geosciences; China University of Geosciences	Mao, XM (corresponding author), China Univ Geosci, Natl Key Lab Biogeol & Environm Geol, Wuhan 430074, Peoples R China.	maoxumei@cug.edu.cn			National Natural Science foundation of China [40602031, 41120124003]; Fundamental Research Funds for the Central Universities [CUGL090213]; Nature Science Foundation of Hubei Province [2011045003]; China Geological Survey project [1212011220014]	National Natural Science foundation of China(National Natural Science Foundation of China (NSFC)); Fundamental Research Funds for the Central Universities(Fundamental Research Funds for the Central Universities); Nature Science Foundation of Hubei Province(Natural Science Foundation of Hubei Province); China Geological Survey project(China Geological Survey)	This article is financially supported by National Natural Science foundation of China (Grant Nos. 40602031, 41120124003), Fundamental Research Funds for the Central Universities (Grant No. CUGL090213), Nature Science Foundation of Hubei Province (Grant No. 2011045003), and China Geological Survey project (Grant No. 1212011220014).		14	2	5	1	14	ELSEVIER SCIENCE BV	AMSTERDAM	SARA BURGERHARTSTRAAT 25, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	1878-5220			PROCED EARTH PLAN SC			2013	7						550	553		10.1016/j.proeps.2013.03.163	http://dx.doi.org/10.1016/j.proeps.2013.03.163			4	Geosciences, Multidisciplinary	Conference Proceedings Citation Index - Science (CPCI-S)	Geology	BFW45		gold			2023-07-04	WOS:000321664000134
J	Gonzalez, LML; Tabares, JLM; Alvarez, MG; Viar, PF				Gonzalez, LML; Tabares, JLM; Alvarez, MG; Viar, PF			Feasibility study for the installation of HVAC for a spa by means of energy recovery from thermal water - Part I: Analysis of conditions	RENEWABLE ENERGY			English	Article						energy recovery; water thermal; energy use; HVAC; spa		The use of a low temperature geothermal spring together with the heat energy still contained in waste water from the different therapy systems installed in a spa (shower, jets, bathrooms, Jacuzzis, pools, ventilation processes) can significantly reduce the operating and maintenance costs of the installation, covering part of the air conditioning needs of the building and the heating of thermal water to the appropriate temperature for therapeutic use. The object of the present work is to study the possible energy use of two sources of thermal hot water (spring and waste water) by restructuring of the existing spa so that it is more efficient from both a technical and economic point of view. In this first part, hot water needs are calculated and consumption presented according to the operation schedule on different types of day. Comparison is then made with the contribution that the spring is capable of making and the evolution of the thermal water in the tanks is studied. In a second work, energy and economic analyses will be presented. (C) 2000 Elsevier Science Ltd. All rights reserved.	Univ La Rioja, Dept Ingn Mecan, Logrono 26004, La Rioja, Spain; Univ Oviedo, Dept Energy, ETS Ingn Minas, Oviedo 33004, Spain; ISOLUX Galicia, Vigo, Spain	Universidad de La Rioja; University of Oviedo	Gonzalez, LML (corresponding author), Univ La Rioja, Dept Ingn Mecan, C Luis Ulloa 20, Logrono 26004, La Rioja, Spain.		López-González, Luis M./L-8289-2015; Tabares, José Luis Miguez/L-5631-2017	López-González, Luis M./0000-0002-0645-4068; Tabares, José Luis Miguez/0000-0003-3929-9233; Fernandez-Viar, Pedro/0000-0002-2086-9585					14	5	5	0	3	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	0960-1481			RENEW ENERG	Renew. Energy	MAY	2001	23	1					123	134						12	Green & Sustainable Science & Technology; Energy & Fuels	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics; Energy & Fuels	391RR					2023-07-04	WOS:000166369400010
S	Mahala, SC	Mahala, SC			Mahala, Subash Chandra	Mahala, SC		Study Area	GEOLOGY, CHEMISTRY AND GENESIS OF THERMAL SPRINGS OF ODISHA, INDIA	SpringerBriefs in Earth Sciences		English	Article; Book Chapter								The thermal springs are located at eight different places in Odisha which can be approached by road from the state capital Bhubaneswar. The thermal springs ooze out from a single spout at Attri, Taptapani, Magarmuhan, Bankhol and Boden areas but oozing at several spots clustered together at Tarabalo, Deuljhori and Badaberena. The highest number of spots has been traced at Tarabalo thermal spring area. There is continuous seepage of hot water in and around the spots and the area has been waterlogged and swampy. There are luxuriant growth of screw pines around the thermal spring particularly noted at Tarabalo and Deuljhori. In most of the cases the thermal spring spots are protected by masonry structures. Encrustation of white and yellowish material is marked on the surface as well as parapet wall. Temples are constructed at certain period of times near these springs, as people find them as place of worship because of natural curiosities. Location and surface mode of manifestations are captured through photographs. The physiographic set-up and climatic condition around thermal spring regions are also noted.											2	0	0	0	0	SPRINGER	NEW YORK	233 SPRING STREET, NEW YORK, NY 10013, UNITED STATES	2191-5369		978-3-319-90002-5; 978-3-319-90001-8	SPRINGERBR EARTH SCI			2019							13	22		10.1007/978-3-319-90002-5_2	http://dx.doi.org/10.1007/978-3-319-90002-5_2	10.1007/978-3-319-90002-5		10	Geosciences, Multidisciplinary	Book Citation Index – Science (BKCI-S)	Geology	BL0PZ					2023-07-04	WOS:000446323400003
J	ANDREWS, JN; WOOD, DF				ANDREWS, JN; WOOD, DF			RADIUM-226, RADON-222 AND LEAD-210 IN BATH THERMAL SPRINGS COMPARED WITH SOME ENVIRONMENTAL WATERS	HEALTH PHYSICS			English	Note									UNIV BATH, SCH CHEM & CHEM ENGN, BATH, ENGLAND	University of Bath									13	11	11	0	2	LIPPINCOTT WILLIAMS & WILKINS	PHILADELPHIA	530 WALNUT ST, PHILADELPHIA, PA 19106-3621 USA	0017-9078	1538-5159		HEALTH PHYS	Health Phys.		1974	27	3					307	310						4	Environmental Sciences; Public, Environmental & Occupational Health; Nuclear Science & Technology; Radiology, Nuclear Medicine & Medical Imaging	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology; Public, Environmental & Occupational Health; Nuclear Science & Technology; Radiology, Nuclear Medicine & Medical Imaging	T9695	4436054				2023-07-04	WOS:A1974T969500010
J	Rubiano-Labrador, C; Diaz-Cardenas, C; Lopez, G; Gomez, J; Baena, S				Rubiano-Labrador, Carolina; Diaz-Cardenas, Carolina; Lopez, Gina; Gomez, Javier; Baena, Sandra			Colombian Andean thermal springs: reservoir of thermophilic anaerobic bacteria producing hydrolytic enzymes	EXTREMOPHILES			English	Article						Anaerobic thermophiles; Bacterial diversity; 16S rRNA gene; Colombian springs; Hydrolytic enzymes	SULFATE-REDUCING BACTERIUM; GREAT ARTESIAN BASIN; THERMOSTABLE ALPHA-AMYLASE; TENGCONGENSIS SP NOV.; UZONENSIS SP NOV.; GEN. NOV.; HOT-SPRINGS; SP. NOV.; EMENDED DESCRIPTION; GEOTHERMAL WATERS	Anaerobic cultivable microbial communities in thermal springs producing hydrolytic enzymes were studied. Thermal water samples from seven thermal springs located in the Andean volcanic belt, in the eastern and central mountain ranges of the Colombian Andes were used as inocula for the growth and isolation of thermophilic microorganisms using substrates such as starch, gelatin, xylan, cellulose, Tween 80, olive oil, peptone and casamino acids. These springs differed in temperature (50-70 degrees C) and pH (6.5-7.5). The predominant ion in eastern mountain range thermal springs was sulphate, whereas that in central mountain range springs was bicarbonate. A total of 40 anaerobic thermophilic bacterial strains that belonged to the genera Thermoanaerobacter, Caloramator, Anoxybacillus, Caloranaerobacter, Desulfomicrobium, Geotoga, Hydrogenophilus, Desulfacinum and Thermoanaerobacterium were isolated. To investigate the metabolic potential of these isolates, selected strains were analysed for enzymatic activities to identify strains than can produce hydrolytic enzymes. We demonstrated that these thermal springs contained diverse microbial populations of anaerobic thermophilic comprising different metabolic groups of bacteria including strains belonging to the genera Thermoanaerobacter, Caloramator, Anoxybacillus, Caloranaerobacter, Desulfomicrobium, Geotoga, Hydrogenophilus, Desulfacinum and Thermoanaerobacterium with amylases, proteases, lipases, esterases, xylanases and pectinases; therefore, the strains represent a promising source of enzymes with biotechnological potential.	[Rubiano-Labrador, Carolina; Diaz-Cardenas, Carolina; Lopez, Gina; Gomez, Javier; Baena, Sandra] Pontificia Univ Javeriana, Dept Biol, Unidad Saneamiento & Biotecnol Ambiental, Bogota 56710, DC, Colombia; [Rubiano-Labrador, Carolina] Univ Tecnol Bolivar, Fac Ciencias Basicas, Cartagena Indias DT & C, Cartagena, Colombia	Pontificia Universidad Javeriana; Universidad Tecnologica de Bolivar	Diaz-Cardenas, C (corresponding author), Pontificia Univ Javeriana, Dept Biol, Unidad Saneamiento & Biotecnol Ambiental, Bogota 56710, DC, Colombia.	diazcardenascaro@gmail.com	Baena, Sandra/AAF-8165-2019; López, Gina/AAF-8171-2019	López, Gina/0000-0002-4210-089X; Baena, Sandra/0000-0001-5377-9079	International Foundation for Science (IFS) [E/3263-2]; Departamento Administrativo de Ciencia, Tecnologia e Innovacion (Colciencias); Pontificia Universidad Javeriana; MADS [218]	International Foundation for Science (IFS)(International Foundation for Science); Departamento Administrativo de Ciencia, Tecnologia e Innovacion (Colciencias)(Departamento Administrativo de Ciencia, Tecnologia e Innovacion Colciencias); Pontificia Universidad Javeriana; MADS	This work was supported by grants from the International Foundation for Science (IFS research grant agreement number E/3263-2), Departamento Administrativo de Ciencia, Tecnologia e Innovacion (Colciencias) and Pontificia Universidad Javeriana. It was performed under MADS contract No. 218.		112	2	2	2	25	SPRINGER JAPAN KK	TOKYO	SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, 105-6005, JAPAN	1431-0651	1433-4909		EXTREMOPHILES	Extremophiles	NOV	2019	23	6					793	808		10.1007/s00792-019-01132-5	http://dx.doi.org/10.1007/s00792-019-01132-5			16	Biochemistry & Molecular Biology; Microbiology	Science Citation Index Expanded (SCI-EXPANDED)	Biochemistry & Molecular Biology; Microbiology	JF0LK	31555903				2023-07-04	WOS:000491078800013
J	Pasvanoglu, S; Gultekin, F				Pasvanoglu, Suzan; Gultekin, Fatma			Hydrogeochemical study of the Terme and Karakurt thermal and mineralized waters from Kirsehir Area, central Turkey	ENVIRONMENTAL EARTH SCIENCES			English	Article						Terme; Karakurt thermal spring; Hydrogeochemistry; Stable isotope; Kirsehir; Turkey	ANATOLIAN CRYSTALLINE COMPLEX; CHEMICAL GEOTHERMOMETRY; EQUILIBRIA; COLLISION; EVENTS	The Terme and Karakurt thermal resorts are located in the center of KirAYehir city in central Anatolia. Thermal waters with temperatures of 44-60A degrees C are used for central heating and balneologic purposes. Paleozoic rocks of the KirAYehir Massif are the oldest units in the study area. The basement of the Massif comprises Paleozoic metamorphic schist and marbles which partly contain white quartzite layers of a few tens of cm thickness. The metamorphic schists which are cut by granites of Paleocene age are overlain by horizontally bedded conglomerate, sandstone, claystone, and limestone of upper Paleocene-Eocene age. Among the thermal and cold waters collected from the areas of Terme and Karakurt, those from thermal waters are enriched with Ca-HCO3 and cold waters are of Ca-Mg-HCO3 type waters. The pH values of samples are 6.31-7.04 for the thermal well waters, 6.41 for thermal spring, 7.25 and 7.29 for the cold waters, and 7.52 for the Hirla lake water. EC values are 917-2,295 mu S/cm for the thermal well waters, 2,078 mu S/cm for thermal spring, and 471 and 820 mu S/cm for the cold springs. The lowest TDS content is from water of T10 thermal well in the Terme area (740.6 mg/l). The hot and cold waters of Terme show very similar ion contents while the Karakurt hot waters at western most parts are characterized by distinct chemical compositions. There is ion exchange in thermal waters from the T5 (5), T6 (6), T12 (7), and T1 (8) wells in the Terme area. The thermal waters show low concentrations of Fe, Mn, Ni, Al, As, Pb, Zn and Cu. Waters in the study area are of meteoric origin, and rainwater percolated downwards through faults and fractures, and are heated by the geothermal gradient, later rising to the surface along permeable zones. delta C-13(VPDB) values measured on dissolved inorganic carbon in samples range from -1.65 to +5.61aEuro degrees for thermal waters and from -11.81 to -10.15aEuro degrees for cold waters. Carbon in thermal waters is derived from marine carbonates or CO2 of metamorphic origin while carbon in cold waters originates from freshwater carbonates.	[Pasvanoglu, Suzan] Kocaeli Univ, Geol Engn Dept, Fac Engn, Izmit, Kocaeli, Turkey; [Gultekin, Fatma] Karadeniz Tech Univ, Geol Engn Dept, Fac Engn, Trabzon, Turkey	Kocaeli University; Karadeniz Technical University	Pasvanoglu, S (corresponding author), Kocaeli Univ, Geol Engn Dept, Fac Engn, Izmit, Kocaeli, Turkey.	suzan@kocaeli.edu.tr	pasvanoglu, suzan/GXF-0587-2022; Gültekin, Fatma/AAR-4067-2020	pasvanoglu, Suzan/0000-0002-0026-9259	The Scientific and Thecnical Research Council of Turkey (TUBITAK) [104Y167]	The Scientific and Thecnical Research Council of Turkey (TUBITAK)(Turkiye Bilimsel ve Teknolojik Arastirma Kurumu (TUBITAK))	This study was granted by The Scientific and Thecnical Research Council of Turkey (TUBITAK; Grant No: 104Y167). Prof. Dr. Serdar Bayari and Dr. Nur Ozyurt of the Hacettepe University are greatly acknowledged for performing of tritium and chemical analyses. We extend our special appreciation to Adriana Druma for the English editing of this article. Thanks to the editorial team of Environmental Earth Science for their critical review and comments of an earlier version of this manuscript.		43	14	14	0	18	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	1866-6280	1866-6299		ENVIRON EARTH SCI	Environ. Earth Sci.	MAY	2012	66	1					169	182		10.1007/s12665-011-1217-3	http://dx.doi.org/10.1007/s12665-011-1217-3			14	Environmental Sciences; Geosciences, Multidisciplinary; Water Resources	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology; Geology; Water Resources	925ER					2023-07-04	WOS:000302744100015
J	Parfenova, VV; Shimaraev, MN; Kostornova, TY; Domysheva, VM; Levin, LA; Dryukker, VV; Zhdanov, AA; Gnatovskii, RY; Tsekhanovskii, VV; Logacheva, NF				Parfenova, VV; Shimaraev, MN; Kostornova, TY; Domysheva, VM; Levin, LA; Dryukker, VV; Zhdanov, AA; Gnatovskii, RY; Tsekhanovskii, VV; Logacheva, NF			On the vertical distribution of microorganisms in Lake Baikal during spring deep-water renewal	MICROBIOLOGY			English	Article						bacterial population; phytoplankton and organic matter; deep-water renewal processes		The vertical distribution of microorganisms during spring deep-water renewal in Lake Baikal was studied. The downward advection of trophogenic waters was found to create conditions for the extensive growth of microorganisms capable of decomposing and mineralizing organic carbon, nitrogen, and phosphorus in deep water layers. These processes occur annually at spring thermal bars near the underwater slope of Lake Baikal, whereas in its pelagic zone. the deep intrusions of waters rich in organic material are observed only in the years when enhanced deep-water renewal is accompanied by a high spring yield of phytoplankton.	Russian Acad Sci, Limnol Inst, Siberian Div, Irkutsk 664033, Russia; Russian Acad Sci, Inst Biophys, Siberian Div, Krasnoyarsk 660036, Russia	Irkutsk Science Centre of the Russian Academy of Sciences; Russian Academy of Sciences; Limnological Institute SB RAS; Russian Academy of Sciences; Krasnoyarsk Science Center of the Siberian Branch of the Russian Academy of Sciences; Biophysics Institute, Siberian Branch, Russian Academy of Sciences	Parfenova, VV (corresponding author), Russian Acad Sci, Limnol Inst, Siberian Div, Ul Ulan Batorskaya 3, Irkutsk 664033, Russia.		Domysheva, Valentina/HKO-1427-2023; Domysheva, Valentina/J-4371-2018	Kostornova, Tatyana/0000-0001-7625-5980					21	9	9	0	5	MAIK NAUKA/INTERPERIODICA	NEW YORK	C/O KLUWER ACADEMIC-PLENUM PUBLISHERS, 233 SPRING ST, NEW YORK, NY 10013-1578 USA	0026-2617			MICROBIOLOGY+	Microbiology	MAY-JUN	2000	69	3					357	363		10.1007/BF02756748	http://dx.doi.org/10.1007/BF02756748			7	Microbiology	Science Citation Index Expanded (SCI-EXPANDED)	Microbiology	326DW					2023-07-04	WOS:000087718300019
J	Gueroui, Y; Maoui, A; Touati, H; Guettaf, M; Bousbia, A				Gueroui, Yassine; Maoui, Ammar; Touati, Hassen; Guettaf, Mohamed; Bousbia, Aissam			Hydrogeochemical and environmental isotopes study of the northeastern Algerian thermal waters	ENVIRONMENTAL EARTH SCIENCES			English	Article						Thermal waters; Northeastern Algeria; Hydrogeochemistry; Mineral saturation; Environmental isotopes; Geothermometry	GEOTHERMAL-FIELD; SYSTEM; HYDROCHEMISTRY; GROUNDWATER; PARAMETERS; RESERVOIR; BEHAVIOR; FLUIDS	Thermal waters from northeastern Algeria have been investigated for their hydrochemical and isotopic characteristics to identify the geothermal processes that have produced these waters. Fifteen samples were collected from cold and hot springs. The data obtained from sampling period indicate a high level of mineralization (a TDS of up to 6657mg/L) of thermal waters with three dominant water types (Ca-SO4, Ca-HCO3, Na-Cl). The chemical geothermometers applied to thermal waters show that the study area is influenced in part through dilution by the infiltration of surface waters. The isotopic contents of hot springs vary from -8.26 to -6.83 parts per thousand for delta O-18 and from -55.23 parts per thousand to -42.01 parts per thousand for 2H. These results reveal a meteoric origin of thermal waters infiltrated at major faults and heated by deep flow before being discharged to the surface by fractures.	[Gueroui, Yassine] Univ 8 Mai 1945 Guelma, Dept Sci Nat & Vie, BP 401, Guelma 24000, Algeria; [Gueroui, Yassine; Maoui, Ammar] Univ 8 Mai 1945 Guelma, LGCH, BP 401, Guelma 24000, Algeria; [Touati, Hassen] Univ Badji Mokhtar, Lab Ecobiol Milieux Marins & Littoraux, Annaba, Algeria; [Guettaf, Mohamed; Bousbia, Aissam] Univ 8 Mai 1945 Guelma, Labo Biol Eau & Environm, BP 401, Guelma 24000, Algeria	Universite 8 Mai 1945 de Guelma; Universite 8 Mai 1945 de Guelma; Universite Badji Mokhtar - Annaba; Universite 8 Mai 1945 de Guelma	Gueroui, Y (corresponding author), Univ 8 Mai 1945 Guelma, Dept Sci Nat & Vie, BP 401, Guelma 24000, Algeria.; Gueroui, Y (corresponding author), Univ 8 Mai 1945 Guelma, LGCH, BP 401, Guelma 24000, Algeria.	gueroui.yassine@univ-guelma.dz	BOUSBIA, Aissam/L-4309-2018; GUEROUI, Yassine/O-2812-2016; MAOUI, AMMAR/O-1062-2016; GUETTAF, Mohamed/L-4131-2018	BOUSBIA, Aissam/0000-0002-0514-4834; GUEROUI, Yassine/0000-0002-3097-8857; MAOUI, AMMAR/0000-0002-2753-311X; GUETTAF, Mohamed/0000-0003-0767-0659					54	3	3	0	12	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	1866-6280	1866-6299		ENVIRON EARTH SCI	Environ. Earth Sci.	NOV	2018	77	22							747	10.1007/s12665-018-7938-9	http://dx.doi.org/10.1007/s12665-018-7938-9			15	Environmental Sciences; Geosciences, Multidisciplinary; Water Resources	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology; Geology; Water Resources	HA7VL					2023-07-04	WOS:000450493000002
J	Makni, J; Bouri, S; Ben Dhia, H				Makni, Jalila; Bouri, Salem; Ben Dhia, Hamed			Highlighting of the origin of the water temperature and mineralization in the Southern Gabes, Southeast Tunisia	HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU			French	Article						Geochemistry; Geothermometry; Southeast Tunisia; Thermal spring; Aquifer	EQUILIBRIA	The evaluation of the hydrothermal resources of Southern Gabes needs the good knowledge of the geological and geophysical data, as well as the distribution of the water characteristics, temperature distribution hydrodynamism and petrophysic characteristics of reserves. Indeed, surface and subsurface geological investigations reveal that the lower Cretaceous composed by carbonated and sandy deposits could constitute a reservoir of thermal waters in the study area. The geochemical, isotopical, geothermometrical studies are capital to determine the water type, to relate thermal waters to their origins and to estimate their temperatures at depth. These studies constitute an adequate tool for the delimitation of the hydrogeothermic basins. The integrated processing of all the existing data confirms well that the thermal spring of Southern Gabes has a deep origin. Thermal waters up come and reappeared at surface by a vertical drainance and favoured by the tectonic dysharmonies. The hydrogeothermic approach permitted us to relate thermal spring of Hammam Zarat to the reservoir of Lower Cretaceous carbonated and sandy deposits: Using the area's geothermic gradient (2.81 degrees C/100m) and the temperatures at depth, the origin reservoir was localised at 1950 m depth.	[Makni, Jalila; Bouri, Salem; Ben Dhia, Hamed] Ecole Natl Ingenieurs Sfax, Lab Eau Energie Environm, Sfax 3038, Tunisia	Universite de Sfax; Ecole Nationale dIngenieurs de Sfax (ENIS)	Makni, J (corresponding author), Ecole Natl Ingenieurs Sfax, Lab Eau Energie Environm, BP W, Sfax 3038, Tunisia.	jalila_makni@yahoo.fr; salem_bouri@yahoo.fr; Hamed.Bendhia@uss.rnu.tn	Bouri, Salem/AAD-9439-2019						26	0	0	0	1	EDP SCIENCES S A	LES ULIS CEDEX A	17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, F-91944 LES ULIS CEDEX A, FRANCE	0018-6368	1958-5551		HOUILLE BLANCHE	Houille Blanche-Rev. Int.	FEB 1	2015		1					84	92		10.1051/lhb/2015011	http://dx.doi.org/10.1051/lhb/2015011			9	Water Resources	Science Citation Index Expanded (SCI-EXPANDED)	Water Resources	CD4CJ		Bronze			2023-07-04	WOS:000351029900013
